2019-11-30T15:04:06Z,2,eui-60c5a8fffe74d21d,2.11,-109,5,eui-60c5a8fffe74d21d,-114,-1.3,,0,0,,0,0,polah
2019-11-30T15:04:14Z,3,eui-60c5a8fffe74d21d,2.11,-121,-9.3,eui-60c5a8fffe74d21d,-106,5.3,eui-60c5a8fffe71ab1c,-123,-10,,0,0,polah
2019-11-30T15:04:16Z,3,eui-60c5a8fffe74d21d,2.11,-111,5,eui-60c5a8fffe71ab1c,-122,-6.5,eui-60c5a8fffe74d21d,-123,-6.8,,0,0,polah
2019-11-30T15:04:22Z,3,eui-60c5a8fffe74d21d,2.11,-123,-10.3,eui-60c5a8fffe71ab1c,-107,6.5,eui-60c5a8fffe74d21d,-120,-4.5,,0,0,polah
2019-11-30T15:04:30Z,3,eui-60c5a8fffe71ab1c,19.18,-122,-5,eui-60c5a8fffe74d21d,0,0,eui-60c5a8fffe74d21d,-127,-12.3,,-109,6.5,polah
2019-11-30T15:04:32Z,2,eui-60c5a8fffe71ab1c,19.18,-121,-6.3,eui-60c5a8fffe74d21d,0,0,,-109,7,,0,0,polah
2019-11-30T15:08:03Z,1,eui-60c5a8fffe74d21d,2.11,-122,-9,,0,0,,0,0,,0,0,polah
2019-11-30T15:08:57Z,3,eui-60c5a8fffe71ab1c,19.19,-123,-5.8,eui-60c5a8fffe74d21d,0,0,eui-60c5a8fffe74d21d,-121,-9,,-106,6,polacirc
2019-11-30T15:09:02Z,3,eui-60c5a8fffe71ab1c,19.19,-122,-7.3,eui-60c5a8fffe74d21d,0,0,eui-60c5a8fffe74d21d,-109,7,,-113,0.3,polacirc
2019-11-30T15:09:07Z,2,eui-60c5a8fffe74d21d,2.1,-128,-12.5,eui-60c5a8fffe74d21d,-120,-7.3,,0,0,,0,0,polacirc
2019-11-30T15:09:12Z,1,eui-60c5a8fffe74d21d,2.1,-112,1,,0,0,,0,0,,0,0,polacirc
2019-11-30T15:09:17Z,2,eui-60c5a8fffe74d21d,2.1,-127,-12,eui-60c5a8fffe74d21d,-125,-12.3,,0,0,,0,0,polacirc
2019-11-30T15:09:22Z,1,eui-60c5a8fffe74d21d,2.1,-121,-6.3,,0,0,,0,0,,0,0,polacirc
2019-11-30T15:09:27Z,2,eui-60c5a8fffe74d21d,2.1,-122,-7,eui-60c5a8fffe74d21d,-118,-4.8,,0,0,,0,0,polacirc
2019-11-30T15:09:33Z,2,eui-60c5a8fffe74d21d,2.1,-115,-3.3,eui-60c5a8fffe74d21d,-112,2.5,,0,0,,0,0,polacirc
2019-11-30T15:09:43Z,2,eui-60c5a8fffe74d21d,2.1,-123,-9.5,eui-60c5a8fffe74d21d,-124,-9.3,,0,0,,0,0,polacirc
2019-11-30T15:09:48Z,2,eui-60c5a8fffe74d21d,2.1,-113,1.5,eui-60c5a8fffe74d21d,-116,-1,,0,0,,0,0,polacirc
2019-11-30T15:09:53Z,3,eui-60c5a8fffe74d21d,2.11,-109,5.3,eui-60c5a8fffe71ab1c,-112,2,eui-60c5a8fffe74d21d,-126,-9.5,,0,0,polacirc
2019-11-30T15:09:58Z,2,eui-60c5a8fffe74d21d,2.11,-107,6.8,eui-60c5a8fffe74d21d,-111,3,,0,0,,0,0,polacirc
2019-11-30T15:10:03Z,1,eui-60c5a8fffe74d21d,2.11,-125,-9.5,,0,0,,0,0,,0,0,polacirc
2019-11-30T15:10:19Z,1,eui-60c5a8fffe74d21d,2.11,-128,-13.3,,0,0,,0,0,,0,0,polacirc
2019-11-30T15:10:29Z,2,eui-60c5a8fffe74d21d,2.11,-126,-13.3,eui-60c5a8fffe74d21d,-128,-14.5,,0,0,,0,0,polacirc
2019-11-30T15:10:39Z,1,eui-60c5a8fffe74d21d,2.11,-127,-11.5,,0,0,,0,0,,0,0,polacirc
2019-11-30T15:10:50Z,1,eui-60c5a8fffe74d21d,2.11,-120,-7,,0,0,,0,0,,0,0,polacirc
2019-11-30T15:10:56Z,1,eui-60c5a8fffe74d21d,2.11,-127,-12,,0,0,,0,0,,0,0,polacirc
2019-11-30T15:11:17Z,1,eui-60c5a8fffe74d21d,2.11,-127,-12.3,,0,0,,0,0,,0,0,polacirc
2019-11-30T15:11:20Z,2,eui-60c5a8fffe74d21d,2.11,-123,-10.3,eui-60c5a8fffe74d21d,-124,-11,,0,0,,0,0,polacirc
2019-11-30T15:11:31Z,2,eui-60c5a8fffe74d21d,2.11,-128,-13.3,eui-60c5a8fffe74d21d,-126,-12.5,,0,0,,0,0,polacirc
2019-11-30T15:11:36Z,1,eui-60c5a8fffe74d21d,2.11,-128,-14.5,,0,0,,0,0,,0,0,polacirc
2019-11-30T15:12:25Z,1,eui-60c5a8fffe74d21d,2.1,-127,-10.3,,0,0,,0,0,,0,0,polacirc
